obligation,domaine,libelle,periodicite,realisateurs,criticite,champ,conditions,rang,source,reference,article,url,versionConstatee,corpus,statutCorpus,lecture,luLe,versionEnVigueur,prescrit,verbatim,note,alertes
cuisson-gaz-installations-annuelle,cuisson_hotte,Vérification annuelle des installations de gaz combustible (ERP 1ʳᵉ à 4ᵉ catégorie),annuelle,organisme_agree ou personne_competente,5,ERP cat. N1/N2/N3/N4,,fondement,ARRETE,"Arrêté du 25 juin 1980, art. GZ 15 (vérifications techniques périodiques, ex GZ 30)",GZ 15,https://www.legifrance.gouv.fr/codes/section_lc/JORFTEXT000000290033/LEGISCTA000020304213,,arrete-1980-livre-2,retenu,agent (verbatim non recoupé),2026-08-26,2026-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
cuisson-erp-circuits-extraction-nettoyage,cuisson_hotte,Ramonage et nettoyage annuels des circuits d'extraction de buées (grandes cuisines ERP),annuelle,personne_qualifiee ou exploitant,4,ERP,,fondement,ARRETE,"Arrêté du 25 juin 1980, art. GC 21 § 2 (ramonage annuel, nettoyage des circuits, filtres hebdomadaires)",GC 21,https://www.legifrance.gouv.fr/codes/section_lc/JORFTEXT000000290033/LEGISCTA000020317519/,,arrete-1980-livre-2,retenu,première main,2026-08-26,1980-08-15,"DEUX rythmes : ramonage annuel des conduits avec vérification de leur vacuité, et nettoyage ou remplacement des filtres au minimum HEBDOMADAIRE. Le second ne produisait aucune échéance avant le 2026-08-26 — il vivait dans le libellé d'une référence. Le § 3 impose en outre de noter les dates des vérifications et opérations d'entretien, et d'annexer ce relevé au registre de sécurité.","« § 2. Au moins une fois par an, il doit être procédé au ramonage des conduits d'évacuation et à la vérification de leur vacuité. […] Les filtres doivent être nettoyés ou remplacés aussi souvent que nécessaire et, en tout cas, au minimum une fois par semaine. »",,VERSION_JAMAIS_CONSTATEE
cuisson-erp-extinction-automatique-annuelle,cuisson_hotte,Vérification annuelle du système d'extinction automatique sur appareils de cuisson (ERP),annuelle,personne_qualifiee,5,ERP,APPAREIL_CUISSON_ERP.aExtinctionAutomatique ≠ false (sauf si),fondement,ARRETE,"Arrêté du 25 juin 1980, art. GC 22 (vérifications techniques annuelles)",GC 22,https://www.legifrance.gouv.fr/codes/section_lc/JORFTEXT000000290033/LEGISCTA000020317519/,,arrete-1980-livre-2,retenu,agent (verbatim non recoupé),2026-08-26,1980-08-15,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
cuisson-erp-extinction-automatique-annuelle,cuisson_hotte,Vérification annuelle du système d'extinction automatique sur appareils de cuisson (ERP),annuelle,personne_qualifiee,5,ERP,APPAREIL_CUISSON_ERP.aExtinctionAutomatique ≠ false (sauf si),contexte 1,ARRETE,"Arrêté du 25 juin 1980, art. MS 73 § 2 (vérification annuelle des moyens de secours)",MS 73,https://www.legifrance.gouv.fr/codes/section_lc/JORFTEXT000000290033/LEGISCTA000020317753/,1980-08-15,arrete-1980-livre-2,retenu,agent (verbatim non recoupé),2026-08-26,1980-08-15,"La triennale du § 2 ne vise QUE les systèmes de sécurité incendie de catégories A et B et les sprinkleurs, par personne ou organisme agréé — relu le 2026-08-27. Une obligation qui l'appliquerait aux SSI sans distinction de catégorie sur-couvrirait. Le § 2 fonde par ailleurs l'annuelle des dispositifs d'extinction automatique de cuisine, que GC 22 ne fonde pas.",,"« En cours d'exploitation, ces mêmes appareils ou installations ainsi que les appareils mobiles doivent être vérifiés, au moins une fois par an, dans les conditions prévues à la section II précitée. » Verbatim relevé en première main le 2026-08-27. La triennale par organisme agréé du même paragraphe ne vise QUE les SSI de catégories A et B et les sprinkleurs : un système sous hotte de friteuse relève de l'annuelle par technicien compétent.",SANS_VERBATIM
cuisson-erp-extinction-automatique-annuelle,cuisson_hotte,Vérification annuelle du système d'extinction automatique sur appareils de cuisson (ERP),annuelle,personne_qualifiee,5,ERP,APPAREIL_CUISSON_ERP.aExtinctionAutomatique ≠ false (sauf si),contexte 2,ARRETE,"Arrêté du 25 juin 1980, art. GC 8 (obligation d'installation du dispositif)",GC 8,https://www.legifrance.gouv.fr/codes/section_lc/JORFTEXT000000290033/LEGISCTA000020317499/,1980-08-15,arrete-1980-livre-2,retenu,première main,2026-08-27,1980-08-15,"Fonde l'EXISTENCE du dispositif d'extinction automatique, pas sa vérification — laquelle relève de MS 73 § 2. Les deux articles étaient absents de l'obligation, qui ne citait que GC 22, où l'expression « extinction automatique » n'apparaît pas.","« Dans les grandes cuisines ouvertes et les îlots de cuisson, des dispositifs d'extinction automatique adaptés au feu d'huile doivent être installés à l'aplomb des friteuses ouvertes. »","« Dans les grandes cuisines ouvertes et les îlots de cuisson, des dispositifs d'extinction automatique adaptés au feu d'huile doivent être installés à l'aplomb des friteuses ouvertes. » Fonde l'EXISTENCE du dispositif, pas sa vérification.",
ascenseur-visite-six-semaines,ascenseur,Visite de l'ascenseur toutes les six semaines,six_semaines,personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,fondement,CCH,"CCH, art. R. 134-6 (prestations minimales du contrat d'entretien)",CCH R. 134-6,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000043818737/,,cch-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2026-04-01,,,,CORPUS_NE_RENVOIE_PAS SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
ascenseur-visite-six-semaines,ascenseur,Visite de l'ascenseur toutes les six semaines,six_semaines,personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,contexte 1,ARRETE,"Arrêté du 18 novembre 2004 (entretien), annexe — colonne « intervalle maximum de six semaines »",Arrêté 2004-11-18,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000254219,2026-04-01,arretes-ascenseurs,retenu,première main,2026-08-26,2026-04-01,"Dix-huit lignes cochées sur les trente-six du tableau. SEMESTRIEL (3) : frein ; câbles ou chaînes de suspension et leurs extrémités ; dispositif antidérive. ANNUEL (6) : cuvette, toit de cabine et local des machines (propreté, éclairage) ; poulie de traction ; limiteurs de vitesse et poulie de tension ; parachute et dispositifs antichute ; dispositifs hors course de sécurité ; pompe à main ou soupape de descente à commande manuelle. SIX SEMAINES (9) : cabine ; verrouillages et contacts de fermeture des baies palières ; dispositif anti-vandalisme des baies palières ; verrouillages et contacts de fermeture de la porte de cabine ; efficacité du dispositif de réouverture ; précision d'arrêt et de nivelage au palier ; moyens d'alerte et de communication avec le service d'intervention ; commandes et indicateurs aux paliers ; cuve hydraulique (niveau, fuites). Les trois colonnes sont désormais portées, la dernière depuis l'ajout de la valeur `six_semaines` (42 jours) à l'énumération et à l'enum Postgres le 2026-08-26. Le tableau a été relevé sur capture d'écran le 2026-08-26 : sa conversion en texte perd la position des croix et l'avait rendu illisible à quatre reprises.","Annexe, trois colonnes : « INTERVALLE maximum de six semaines » / « FRÉQUENCE minimale semestrielle » / « FRÉQUENCE minimale annuelle ». « Nota. - Pour les lignes non cochées, la fréquence est laissée à l'appréciation des contractants. »","Colonne « INTERVALLE maximum de six semaines » du tableau annexé, neuf lignes cochées. Relevé sur capture d'écran le 2026-08-26 : la conversion du tableau en texte perd la position des croix et l'avait rendu illisible à quatre reprises.",
ascenseur-entretien-contrat,ascenseur,Contrat d'entretien avec prestations minimales (ascenseur),autre,exploitant,4,tout employeur · ERP · IGH · habitation,,fondement,CCH,"CCH, art. R. 134-6 et R. 134-7 (ex R. 125-2 et R. 125-2-1)",CCH R. 134-6,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000043818737/,,cch-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2026-04-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
ascenseur-entretien-contrat,ascenseur,Contrat d'entretien avec prestations minimales (ascenseur),autre,exploitant,4,tout employeur · ERP · IGH · habitation,,contexte 1,ARRETE,"Arrêté du 18 novembre 2004 relatif à l'entretien des installations d'ascenseurs, art. 2 et annexe",Arrêté 2004-11-18,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000254219,2026-04-01,arretes-ascenseurs,retenu,première main,2026-08-26,2026-04-01,"Dix-huit lignes cochées sur les trente-six du tableau. SEMESTRIEL (3) : frein ; câbles ou chaînes de suspension et leurs extrémités ; dispositif antidérive. ANNUEL (6) : cuvette, toit de cabine et local des machines (propreté, éclairage) ; poulie de traction ; limiteurs de vitesse et poulie de tension ; parachute et dispositifs antichute ; dispositifs hors course de sécurité ; pompe à main ou soupape de descente à commande manuelle. SIX SEMAINES (9) : cabine ; verrouillages et contacts de fermeture des baies palières ; dispositif anti-vandalisme des baies palières ; verrouillages et contacts de fermeture de la porte de cabine ; efficacité du dispositif de réouverture ; précision d'arrêt et de nivelage au palier ; moyens d'alerte et de communication avec le service d'intervention ; commandes et indicateurs aux paliers ; cuve hydraulique (niveau, fuites). Les trois colonnes sont désormais portées, la dernière depuis l'ajout de la valeur `six_semaines` (42 jours) à l'énumération et à l'enum Postgres le 2026-08-26. Le tableau a été relevé sur capture d'écran le 2026-08-26 : sa conversion en texte perd la position des croix et l'avait rendu illisible à quatre reprises.","Annexe, trois colonnes : « INTERVALLE maximum de six semaines » / « FRÉQUENCE minimale semestrielle » / « FRÉQUENCE minimale annuelle ». « Nota. - Pour les lignes non cochées, la fréquence est laissée à l'appréciation des contractants. »",,
ascenseur-examen-semestriel-secours,ascenseur,Examen semestriel du bon état des câbles (ascenseur),semestrielle,personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,fondement,CCH,"CCH, art. R. 134-6 (examen semestriel du bon état des câbles)",CCH R. 134-6,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000043818737/,,cch-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2026-04-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
ascenseur-examen-semestriel-secours,ascenseur,Examen semestriel du bon état des câbles (ascenseur),semestrielle,personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,contexte 1,ARRETE,"Arrêté du 18 novembre 2004 (entretien), annexe — opérations semestrielles",Arrêté 2004-11-18,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000254219,2026-04-01,arretes-ascenseurs,retenu,première main,2026-08-26,2026-04-01,"Dix-huit lignes cochées sur les trente-six du tableau. SEMESTRIEL (3) : frein ; câbles ou chaînes de suspension et leurs extrémités ; dispositif antidérive. ANNUEL (6) : cuvette, toit de cabine et local des machines (propreté, éclairage) ; poulie de traction ; limiteurs de vitesse et poulie de tension ; parachute et dispositifs antichute ; dispositifs hors course de sécurité ; pompe à main ou soupape de descente à commande manuelle. SIX SEMAINES (9) : cabine ; verrouillages et contacts de fermeture des baies palières ; dispositif anti-vandalisme des baies palières ; verrouillages et contacts de fermeture de la porte de cabine ; efficacité du dispositif de réouverture ; précision d'arrêt et de nivelage au palier ; moyens d'alerte et de communication avec le service d'intervention ; commandes et indicateurs aux paliers ; cuve hydraulique (niveau, fuites). Les trois colonnes sont désormais portées, la dernière depuis l'ajout de la valeur `six_semaines` (42 jours) à l'énumération et à l'enum Postgres le 2026-08-26. Le tableau a été relevé sur capture d'écran le 2026-08-26 : sa conversion en texte perd la position des croix et l'avait rendu illisible à quatre reprises.","Annexe, trois colonnes : « INTERVALLE maximum de six semaines » / « FRÉQUENCE minimale semestrielle » / « FRÉQUENCE minimale annuelle ». « Nota. - Pour les lignes non cochées, la fréquence est laissée à l'appréciation des contractants. »",,
ascenseur-examen-annuel-securite,ascenseur,Examen annuel des dispositifs de sécurité (ascenseur),annuelle,personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,fondement,ARRETE,"Arrêté du 18 novembre 2004 (entretien), annexe — opérations annuelles",Arrêté 2004-11-18,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000254219,2026-04-01,arretes-ascenseurs,retenu,première main,2026-08-26,2026-04-01,"Dix-huit lignes cochées sur les trente-six du tableau. SEMESTRIEL (3) : frein ; câbles ou chaînes de suspension et leurs extrémités ; dispositif antidérive. ANNUEL (6) : cuvette, toit de cabine et local des machines (propreté, éclairage) ; poulie de traction ; limiteurs de vitesse et poulie de tension ; parachute et dispositifs antichute ; dispositifs hors course de sécurité ; pompe à main ou soupape de descente à commande manuelle. SIX SEMAINES (9) : cabine ; verrouillages et contacts de fermeture des baies palières ; dispositif anti-vandalisme des baies palières ; verrouillages et contacts de fermeture de la porte de cabine ; efficacité du dispositif de réouverture ; précision d'arrêt et de nivelage au palier ; moyens d'alerte et de communication avec le service d'intervention ; commandes et indicateurs aux paliers ; cuve hydraulique (niveau, fuites). Les trois colonnes sont désormais portées, la dernière depuis l'ajout de la valeur `six_semaines` (42 jours) à l'énumération et à l'enum Postgres le 2026-08-26. Le tableau a été relevé sur capture d'écran le 2026-08-26 : sa conversion en texte perd la position des croix et l'avait rendu illisible à quatre reprises.","Annexe, trois colonnes : « INTERVALLE maximum de six semaines » / « FRÉQUENCE minimale semestrielle » / « FRÉQUENCE minimale annuelle ». « Nota. - Pour les lignes non cochées, la fréquence est laissée à l'appréciation des contractants. »",,
ascenseur-examen-annuel-securite,ascenseur,Examen annuel des dispositifs de sécurité (ascenseur),annuelle,personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,contexte 1,CCH,"CCH, art. R. 134-6 (vérification annuelle des parachutes)",CCH R. 134-6,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000043818737/,,cch-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2026-04-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
ascenseur-controle-technique-quinquennal,ascenseur,Contrôle technique quinquennal (ascenseur),quinquennale,bureau_controle ou personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,fondement,CCH,"CCH, art. R. 134-11 à R. 134-13 (ex R. 125-2-4 et s.)",CCH R. 134-11,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000043818747/,,cch-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2026-05-15,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
ascenseur-controle-technique-quinquennal,ascenseur,Contrôle technique quinquennal (ascenseur),quinquennale,bureau_controle ou personne_qualifiee,5,tout employeur · ERP · IGH · habitation,,contexte 1,ARRETE,Arrêté du 7 août 2012 relatif aux contrôles techniques à réaliser dans les installations d'ascenseurs,Arrêté 2012-08-07,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000026286347,,arretes-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2026-05-15,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
ascenseur-carnet-entretien,ascenseur,Tenue du carnet d'entretien de l'ascenseur,autre,exploitant,3,tout employeur · ERP · IGH · habitation,,fondement,CCH,"CCH, art. R. 134-7 et R. 134-10 (carnet d'entretien)",CCH R. 134-10,https://www.legifrance.gouv.fr/codes/id/LEGISCTA000043818735/,,cch-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2021-07-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
ascenseur-telealarme-liaison,ascenseur,Liaison permanente avec un service d'intervention (téléalarme ascenseur),autre,exploitant,5,tout employeur · ERP · IGH · habitation,,fondement,CCH,"CCH, art. R. 134-1 à R. 134-5 (dispositifs de sécurité, dont demande de secours)",CCH R. 134-1,https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006074096/LEGISCTA000043818721/,,cch-ascenseurs,retenu,agent (verbatim non recoupé),2026-08-26,2021-07-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-verification-initiale,porte_portail,Examen de sécurité à la mise en service (porte automatique),mise_en_service_uniquement,personne_qualifiee ou organisme_agree,5,tout employeur,,fondement,ARRETE,"Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 2 à 4 (installations neuves)",Arrêté 1993-12-21 art. 2,https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006082855,,arrete-1993-12-21-portes,retenu,agent (verbatim non recoupé),2026-08-26,1994-07-13,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-verification-initiale,porte_portail,Examen de sécurité à la mise en service (porte automatique),mise_en_service_uniquement,personne_qualifiee ou organisme_agree,5,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4224-13,R. 4224-13,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018532211/,,code-travail-portes,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-verification-semestrielle,porte_portail,Vérification semestrielle du bon fonctionnement (porte automatique),semestrielle,personne_qualifiee,4,tout employeur,,fondement,ARRETE,"Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 9",Arrêté 1993-12-21 art. 9,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006679563,,arrete-1993-12-21-portes,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-dossier-maintenance,porte_portail,Tenue du dossier de maintenance (porte automatique),autre,exploitant,3,tout employeur,,fondement,ARRETE,"Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 8 et 9 (livret d'entretien)",Arrêté 1993-12-21 art. 9,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006679563,,arrete-1993-12-21-portes,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-dossier-maintenance,porte_portail,Tenue du dossier de maintenance (porte automatique),autre,exploitant,3,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4224-17,R. 4224-17,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018532197/,,code-travail-portes,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-maintien-en-etat,porte_portail,Maintien en état et réparation sans délai (porte automatique),autre,exploitant,5,tout employeur,,fondement,CODE_TRAVAIL,R. 4224-12 et R. 4224-13,R. 4224-13,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018532211/,,code-travail-portes,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-maintien-en-etat,porte_portail,Maintien en état et réparation sans délai (porte automatique),autre,exploitant,5,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4224-17,R. 4224-17,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018532197/,,code-travail-portes,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
porte-auto-portail-piete-coulissant,porte_portail,Sécurité positive et détection d'obstacle (portail motorisé de véhicules),mise_en_service_uniquement,personne_qualifiee,4,tout employeur,,fondement,ARRETE,"Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 2 et 5 (passages de véhicules)",Arrêté 1993-12-21 art. 2,https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006082855,,arrete-1993-12-21-portes,retenu,agent (verbatim non recoupé),2026-08-26,1994-07-13,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
esp-declaration-mise-en-service,equipement_sous_pression,Déclaration et contrôle de mise en service (équipement sous pression),mise_en_service_uniquement,exploitant ou personne_competente ou organisme_agree,5,tout employeur,EQUIPEMENT_SOUS_PRESSION.estSoumisSuiviEnService ≠ false (sauf si),fondement,ARRETE,"Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 7 à 11",Arrêté 2017-11-20 art. 7-11,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000036128632,,esp-suivi-en-service,retenu,agent (verbatim non recoupé),2026-08-26,2018-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
esp-declaration-mise-en-service,equipement_sous_pression,Déclaration et contrôle de mise en service (équipement sous pression),mise_en_service_uniquement,exploitant ou personne_competente ou organisme_agree,5,tout employeur,EQUIPEMENT_SOUS_PRESSION.estSoumisSuiviEnService ≠ false (sauf si),contexte 1,CODE_ENVIRONNEMENT,R. 557-14-1 et s. (suivi en service),C. env. R. 557-14-1,https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006074220/LEGISCTA000030833481/,,esp-suivi-en-service,retenu,agent (verbatim non recoupé),2026-08-26,2016-12-31,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
esp-inspection-periodique,equipement_sous_pression,Inspection périodique (équipement sous pression),triennale,personne_competente ou organisme_agree,5,tout employeur,EQUIPEMENT_SOUS_PRESSION.estSoumisSuiviEnService ≠ false (sauf si),fondement,ARRETE,"Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 15",Arrêté 2017-11-20 art. 15,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000036128632,,esp-suivi-en-service,retenu,agent (verbatim non recoupé),2026-08-26,2018-01-01,"STRUCTURE MAL RENDUE, relevée le 2026-08-27. L'article porte plusieurs régimes, tous en « au maximum » et non en échéance fixe : 1 an (bouteilles de plongée, récipients mobiles non métalliques), 4 ans dérogatoire après essai de vieillissement, 2 ans (générateurs de vapeur, appareils à couvercle amovible à fermeture rapide), 4 ans pour tous les autres hors tuyauteries, 3 ans pour la PREMIÈRE inspection, 40 mois en transitoire. S'y ajoutent une vérification avant chaque remplissage des récipients mobiles et un programme de contrôle propre aux tuyauteries. Le référentiel encode `triennale` : or le 3 ans n'est ni le régime général ni récurrent, c'est le plafond du premier cycle.",,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
esp-requalification-decennale,equipement_sous_pression,Requalification périodique (équipement sous pression),decennale,organisme_agree,5,tout employeur,EQUIPEMENT_SOUS_PRESSION.estSoumisSuiviEnService ≠ false (sauf si),fondement,ARRETE,"Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 18 et 19",Arrêté 2017-11-20 art. 18-19,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000036128632,,esp-suivi-en-service,retenu,agent (verbatim non recoupé),2026-08-26,2018-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
esp-dossier-suivi,equipement_sous_pression,Tenue du dossier de suivi (équipement sous pression),autre,exploitant,3,tout employeur,EQUIPEMENT_SOUS_PRESSION.estSoumisSuiviEnService ≠ false (sauf si),fondement,ARRETE,"Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 6 (dossier d'exploitation)",Arrêté 2017-11-20 art. 6,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000036128632,,esp-suivi-en-service,retenu,agent (verbatim non recoupé),2026-08-26,2018-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
esp-intervention-reparation,equipement_sous_pression,Contrôle après intervention notable (équipement sous pression),mise_en_service_uniquement,organisme_agree,5,tout employeur,EQUIPEMENT_SOUS_PRESSION.estSoumisSuiviEnService ≠ false (sauf si),fondement,ARRETE,"Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 26 à 28",Arrêté 2017-11-20 art. 26-28,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000036128632,,esp-suivi-en-service,retenu,agent (verbatim non recoupé),2026-08-26,2025-09-08,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
esp-personnel-formation,equipement_sous_pression,Formation et information des opérateurs (équipement sous pression),autre,exploitant,3,tout employeur,,fondement,CODE_TRAVAIL,R. 4323-1 à R. 4323-5 (information et formation à l'utilisation des équipements de travail),R. 4323-1,https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072050/LEGISCTA000018489707/,,code-travail-risque-chimique,retenu,agent (verbatim non recoupé),2026-08-26,2009-12-29,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
stockage-dangereux-declaration-icpe,stockage_dangereux,Vérification du régime ICPE applicable (stockage matières dangereuses),autre,exploitant,4,tout employeur,,fondement,CODE_ENVIRONNEMENT,L. 512-8 (déclaration) · L. 512-7 (enregistrement) · L. 512-1 (autorisation),C. env. L. 512-1,https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006074220/LEGISCTA000006159273/,,icpe-stockage,retenu,agent (verbatim non recoupé),2026-08-26,2017-03-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
stockage-dangereux-retention,stockage_dangereux,Capacité de rétention (stockage liquides dangereux),autre,exploitant,5,tout employeur,,fondement,CODE_TRAVAIL,R. 4412-11 (procédures de stockage sûres des agents chimiques dangereux),R. 4412-11,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018530929/,,code-travail-risque-chimique,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
stockage-dangereux-retention,stockage_dangereux,Capacité de rétention (stockage liquides dangereux),autre,exploitant,5,tout employeur,,contexte 1,ARRETE,"Arrêté du 1er juin 2015 (rubriques 4331/4734, enregistrement), art. 22 — valeurs de rétention, opposables uniquement sous ce régime ICPE",Arrêté 2015-06-01 art. 22,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000044166790,,icpe-stockage,retenu,agent (verbatim non recoupé),2026-08-26,2022-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
stockage-dangereux-retention,stockage_dangereux,Capacité de rétention (stockage liquides dangereux),autre,exploitant,5,tout employeur,,contexte 2,CODE_TRAVAIL,R. 4412-17 (prévention des débordements et ruptures de parois des récipients),R. 4412-17,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018530917,2008-05-01,code-travail-risque-chimique,retenu,première main,2026-08-27,2008-05-01,"Seul article du Code du travail visant la rupture de parois d'un récipient de stockage. Le mot « rétention » n'apparaît NULLE PART dans le chapitre — il n'existe d'ailleurs pas de section « stockage » : la structure va du champ d'application à l'évaluation, puis aux mesures de prévention. R. 4412-17 est ce qui existe de plus proche, et il suffit. Ajouté le 2026-08-27 après qu'un arbitrage eut établi que R. 4412-11, seul cité jusque-là, ne porte ni « rétention » ni « étanchéité » — son 2° ne fonde que « des procédures d'entretien régulières ».","« Ces mesures portent, notamment, sur le stockage, la manutention et l'isolement des agents chimiques incompatibles. A cet effet, l'employeur prend les mesures appropriées pour empêcher : […] 2° Les risques de débordement ou d'éclaboussures, ainsi que de déversement par rupture des parois des cuves, bassins, réservoirs et récipients de toute nature contenant des produits susceptibles de provoquer des brûlures d'origine thermique ou chimique. »","« A cet effet, l'employeur prend les mesures appropriées pour empêcher : […] 2° Les risques de débordement ou d'éclaboussures, ainsi que de déversement par rupture des parois des cuves, bassins, réservoirs et récipients de toute nature contenant des produits susceptibles de provoquer des brûlures d'origine thermique ou chimique. » Verbatim relevé en première main le 2026-08-27. C'est le seul article du Code du travail qui vise la rupture de parois d'un récipient de stockage ; le mot « rétention » n'y figure pas, ni nulle part ailleurs dans le chapitre.",
stockage-dangereux-verification-etancheite,stockage_dangereux,"Vérification régulière de l'état du stockage (rétention, fuites)",autre,exploitant,4,tout employeur,,fondement,CODE_TRAVAIL,R. 4412-11 (entretien régulier des équipements de stockage),R. 4412-11,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018530929/,,code-travail-risque-chimique,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
